MaterialTicker,ExchangeCode,MMBuy,MMSell,PriceAverage,AskCount,Ask,Supply,BidCount,Bid,Demand,FullTicker,Open,Close,High,Low,Traded,OpenYesterday,CloseYesterday,HighYesterday,LowYesterday,TradedYesterday,TWAP7D,VWAP7D,Traded7D,AverageTraded7D,TWAP30D,VWAP30D,Traded30D,AverageTraded30D
"LFE","CI1","","",224000,9,223000,55,"","",0,"LFE.CI1","","","","","","","","","","",225500,225500,2,0.29,240000,240000,4,0.13
"LFE","CI2","","",75453.55,"","",0,"","",0,"LFE.CI2","","","","","","","","","","","","","","","","","",""
"LFE","IC1","","",229000,10,215000,31,1,150000,1,"LFE.IC1","","","","","","","","","","","","","","",233000,233000,4,0.13
"LFE","NC1","","",201000,5,211000,47,"","",0,"LFE.NC1","","","","","","","","","","",201000,201000,1,0.14,224000,225214.29,14,0.47
"LFE","NC2","","",75453.55,"","",0,"","",0,"LFE.NC2","","","","","","","","","","","","","","","","","",""
"LFL","AI1","","",246000,3,246000,7,4,160000,8,"LFL.AI1","","","","","","","","","","",246000,246000,2,0.29,247250,247000,5,0.17
"LFL","CI1","","",220000,9,236000,10,"","",0,"LFL.CI1","","","","","","","","","","",220000,220000,1,0.14,232000,232000,3,0.1
"LFL","CI2","","",122593.48,"","",0,"","",0,"LFL.CI2","","","","","","","","","","","","","","","","","",""
"LFL","IC1","","",250000,5,250000,5,"","",0,"LFL.IC1","","","","","","","","","","","","","","",250000,250000,1,0.03
"LFL","NC1","","",247000,5,243000,23,"","",0,"LFL.NC1","","","","","","","","","","","","","","","","","",""
"LFL","NC2","","",122593.48,"","",0,"","",0,"LFL.NC2","","","","","","","","","","","","","","","","","",""
"LFP","AI1","","",7000,"","",0,32,4000,32,"LFP.AI1","","","","","","","","","","","","","","","","","",""
"LFP","CI1","","",10000,6,20000,6,"","",0,"LFP.CI1","","","","","","","","","","","","","","","","","",""
"LFP","CI2","","",7452.65,"","",0,"","",0,"LFP.CI2","","","","","","","","","","","","","","","","","",""
"LFP","IC1","","",7000,1,7000,1,"","",0,"LFP.IC1","","","","","","","","","","","","","","","","","",""
"LFP","NC1","","",6500,"","",0,71,6500,71,"LFP.NC1","","","","","","","","","","","","","","","","","",""
"LFP","NC2","","",7452.65,"","",0,"","",0,"LFP.NC2","","","","","","","","","","","","","","","","","",""
"LHP","AI1","","",2940,81,2940,4332,94,2500,1813,"LHP.AI1","","","","","","","","","","",3045,3045,49,7,3161.54,3173.61,1156,38.53
"LHP","CI1","","",4160,89,4130,943,76,2110,1201,"LHP.CI1","","","","","","","","","","",3650,3744.44,27,3.86,3548.75,3210.15,597,19.9
"LHP","CI2","","",2300,33,2750,33,50,2200,50,"LHP.CI2","","","","","","","","","","","","","","",2300,2300,293,9.77
"LHP","IC1","","",4120,242,4120,923,56,2050,729,"LHP.IC1","","","","","","","","","","",3600,3576.36,264,37.71,3751.15,3725.67,846,28.2
"LHP","NC1","","",2800,95,2800,2119,200,2500,1581,"LHP.NC1","","","","","","","","","","",2658.33,2684.84,244,34.86,3037.63,3150.55,2096,69.87
"LHP","NC2","","",1700,50,2500,50,"","",0,"LHP.NC2","","","","","","","","","","","","","","","","","",""
"LI","AI1","","",1000,1000,1300,9634,116,1000,1116,"LI.AI1","","","","","","","","","","","","","","",1007.5,1005.01,1876,62.53
"LI","CI1","","",1490,980,1490,2427,200,1170,1982,"LI.CI1","","","","","","","","","","",1345,1304,145,20.71,1292.14,1287.67,1212,40.4
"LI","CI2","","",1440,12,1000,372,"","",0,"LI.CI2","","","","","","","","","","","","","","","","","",""
"LI","IC1","","",1000,106,1200,2645,1506,1000,2499,"LI.IC1","","","","","","","","","","",1000,1000,216,30.86,1045.45,1054.23,3094,103.13
"LI","NC1","","",1220,1105,1390,6801,990,1150,3950,"LI.NC1","","","","","","","","","","",1248.33,1288.75,638,91.14,1347.97,1373.27,3053,101.77
"LI","NC2","","",472.29,"","",0,"","",0,"LI.NC2","","","","","","","","","","","","","","","","","",""
"LIO","AI1","","",215,1800,215,45865,124,180,3205,"LIO.AI1","","","","","","","","","","",215,215,1200,171.43,203.33,197.68,2376,79.2
"LIO","CI1","","",188,300,200,2794,199,188,995,"LIO.CI1","","","","","","","","","","","","","","",227.67,217.77,477,15.9
"LIO","CI2","","",200,306,200,306,"","",0,"LIO.CI2","","","","","","","","","","","","","","",200,200,80,2.67
"LIO","IC1","","",229,179,229,6211,300,200,300,"LIO.IC1","","","","","","","","","","",229,229,2,0.29,229,229,2,0.07
"LIO","NC1","","",150,2991,185,33197,3019,150,3019,"LIO.NC1","","","","","","","","","","",161.8,169.29,2585,369.29,173.66,192.14,13322,444.07
"LIO","NC2","","",68.57,"","",0,"","",0,"LIO.NC2","","","","","","","","","","","","","","","","","",""
"LIS","AI1",250000,"",445000,19,450000,19,1,350000,101,"LIS.AI1","","","","","","","","","","",445000,445000,1,0.14,447500,447500,2,0.07
"LIS","CI1",250000,"",450000,"","",0,1,420000,106,"LIS.CI1","","","","","","","","","","","","","","","","","",""
"LIS","CI2","","",256218.09,3,500000,3,"","",0,"LIS.CI2","","","","","","","","","","","","","","","","","",""
"LIS","IC1",250000,"",450000,"","",0,4,251000,104,"LIS.IC1","","","","","","","","","","",450000,450000,3,0.43,450000,450000,3,0.1
"LIS","NC1",250000,"",450000,"","",0,5,310000,115,"LIS.NC1","","","","","","","","","","","","","","","","","",""
"LIS","NC2","","",256218.09,"","",0,"","",0,"LIS.NC2","","","","","","","","","","","","","","","","","",""
"LIT","AI1","","",19000,40,20000,40,"","",0,"LIT.AI1","","","","","","","","","","","","","","","","","",""
"LIT","CI1","","",13700,1,19900,1,"","",0,"LIT.CI1","","","","","","","","","","","","","","","","","",""
"LIT","CI2","","",13732.02,"","",0,"","",0,"LIT.CI2","","","","","","","","","","","","","","","","","",""
"LIT","IC1","","",24700,1,21600,2,"","",0,"LIT.IC1","","","","","","","","","","","","","","","","","",""
"LIT","NC1","","",9999,1,16200,1,"","",0,"LIT.NC1","","","","","","","","","","","","","","","","","",""
"LIT","NC2","","",13732.02,"","",0,"","",0,"LIT.NC2","","","","","","","","","","","","","","","","","",""
"LOG","AI1",56000,"",96850,2,96800,53,20,57900,141,"LOG.AI1","","","","","","","","","","",96850,96850,3,0.43,98744.44,99238,25,0.83
"LOG","CI1",56000,"",56000,2,57500,24,100,56000,101,"LOG.CI1","","","","","","","","","","",56000,56000,58,8.29,56500,56037.38,107,3.57
"LOG","CI2","","",65000,15,65000,15,"","",0,"LOG.CI2","","","","","","","","","","","","","","","","","",""
"LOG","IC1",56000,"",62500,16,62500,26,2,56200,106,"LOG.IC1","","","","","","","","","","","","","","",61666.67,61000,5,0.17
"LOG","NC1",56000,"",63000,59,63000,61,10,56200,157,"LOG.NC1","","","","","","","","","","",63000,63000,7,1,61663.64,59944.44,54,1.8
"LOG","NC2","","",28179.48,"","",0,"","",0,"LOG.NC2","","","","","","","","","","","","","","","","","",""
"LSE","AI1","","",7715,20,7720,1044,4,7000,837,"LSE.AI1","","","","","","","","","","",7527.08,7327.92,954,136.29,7399.22,7233.18,4871,162.37
"LSE","CI1","","",7750,8,7750,1264,60,7560,392,"LSE.CI1","","","","","","","","","","",8036.25,7981.69,118,16.86,8572.33,8455.18,999,33.3
"LSE","CI2","","",7500,4,7000,130,"","",0,"LSE.CI2","","","","","","","","","","","","","","","","","",""
"LSE","IC1","","",8490,143,8480,663,1,7000,862,"LSE.IC1","","","","","","","","","","",8375.83,8339.78,181,25.86,8366.9,8351.53,1091,36.37
"LSE","NC1","","",7490,8,7490,1557,3,7480,2856,"LSE.NC1","","","","","","","","","","",7827,7784.03,658,94,8135,8077.31,2842,94.73
"LSE","NC2","","",5000,10,9000,10,14,5000,14,"LSE.NC2","","","","","","","","","","","","","","","","","",""
"LSL","AI1","","",275000,1,265000,1,"","",0,"LSL.AI1","","","","","","","","","","","","","","","","","",""
"LSL","CI1","","",270000,"","",0,"","",0,"LSL.CI1","","","","","","","","","","","","","","","","","",""
"LSL","CI2","","",204989.41,"","",0,"","",0,"LSL.CI2","","","","","","","","","","","","","","","","","",""
"LSL","IC1","","",290000,"","",0,"","",0,"LSL.IC1","","","","","","","","","","","","","","","","","",""
"LSL","NC1","","",200000,7,300000,7,1,177000,1,"LSL.NC1","","","","","","","","","","","","","","","","","",""
"LSL","NC2","","",204989.41,"","",0,"","",0,"LSL.NC2","","","","","","","","","","","","","","","","","",""
"LST","AI1",34,"",119,62,125,26945,4409,119,52810,"LST.AI1","","","","","","","","","","",111.27,111.07,13273,1896.14,129.3,128.54,46939,1564.63
"LST","CI1",34,"",41.3,1810,50,20095,816,41.3,77241,"LST.CI1","","","","","","","","","","",51.05,50.99,17310,2472.86,74.71,65.37,84826,2827.53
"LST","CI2","","",60,1000,55,5977,"","",0,"LST.CI2","","","","","","","","","","","","","","",60.42,61.04,4823,160.77
"LST","IC1",34,"",114,122,122,19110,96,114,6049,"LST.IC1","","","","","","","","","","",122.29,121.43,13609,1944.14,141.13,134.47,44552,1485.07
"LST","NC1",34,"",110,326,110,75607,20000,85,37577,"LST.NC1","","","","","","","","","","",101.1,100.03,22882,3268.86,114.36,112.14,126497,4216.57
"LST","NC2","","",50,500,119,610,"","",0,"LST.NC2","","","","","","","","","","","","","","","","","",""
"LTA","AI1","","",4650,27,4650,519,4,3800,1867,"LTA.AI1","","","","","","","","","","",4579.58,4516.42,144,20.57,4047.84,3916.69,1881,62.7
"LTA","CI1","","",3500,134,3600,705,100,3500,1445,"LTA.CI1","","","","","","","","","","",3518.5,3518.13,347,49.57,3455.63,3414.41,1618,53.93
"LTA","CI2","","",3000,30,3500,30,"","",0,"LTA.CI2","","","","","","","","","","","","","","","","","",""
"LTA","IC1","","",4050,4,4150,505,100,3510,585,"LTA.IC1","","","","","","","","","","",3635.63,3713.48,305,43.57,3487.78,3486.5,1783,59.43
"LTA","NC1","","",4440,22,4440,207,8,3790,1205,"LTA.NC1","","","","","","","","","","",3875,3850.59,136,19.43,3690.37,3663.29,1936,64.53
"LTA","NC2","","",3200,2,3200,60,"","",0,"LTA.NC2","","","","","","","","","","",3200,3200,8,1.14,3200,3200,8,0.27
"LU","AI1","","",100000,"","",0,"","",0,"LU.AI1","","","","","","","","","","","","","","","","","",""
"LU","CI1","","",75000,1,50000,1,"","",0,"LU.CI1","","","","","","","","","","","","","","","","","",""
"LU","CI2","","",62719.32,"","",0,"","",0,"LU.CI2","","","","","","","","","","","","","","","","","",""
"LU","IC1","","",62719.32,"","",0,"","",0,"LU.IC1","","","","","","","","","","","","","","","","","",""
"LU","NC1","","",100000,31,100000,31,"","",0,"LU.NC1","","","","","","","","","","","","","","",90000,90000,4,0.13
"LU","NC2","","",62719.32,"","",0,"","",0,"LU.NC2","","","","","","","","","","","","","","","","","",""
"MAG","AI1",87,"",290,9,290,118,1000,90,1100,"MAG.AI1","","","","","","","","","","",290,290,1,0.14,295,299.09,11,0.37
"MAG","CI1",87,"",110,94,120,139,800,90,900,"MAG.CI1","","","","","","","","","","","","","","",110,110,32,1.07
"MAG","CI2","","",117.55,10,250,10,"","",0,"MAG.CI2","","","","","","","","","","","","","","","","","",""
"MAG","IC1",87,"",87,165,90,1467,100,87,100,"MAG.IC1","","","","","","","","","","",87,87,99,14.14,87,87,605,20.17
"MAG","NC1",87,"",180,47,190,51,100,87,100,"MAG.NC1","","","","","","","","","","",180,180,11,1.57,180,180,90,3
"MAG","NC2","","",117.55,"","",0,"","",0,"MAG.NC2","","","","","","","","","","","","","","","","","",""
"MAI","AI1",86,"",299,238,299,6830,9920,250,10294,"MAI.AI1","","","","","","","","","","",273.92,256.08,1295,185,246.25,233.88,12367,412.23
"MAI","CI1",86,"",287,45,287,2349,60,213,23119,"MAI.CI1","","","","","","","","","","",258.13,254.59,1253,179,249.22,250.9,3278,109.27
"MAI","CI2","","",200,199,300,399,"","",0,"MAI.CI2","","","","","","","","","","",200,200,700,100,233.33,200.57,704,23.47
"MAI","IC1",86,"",299.51,384,294,3341,8,251,35443,"MAI.IC1","","","","","","","","","","",278.13,271.19,2902,414.57,238.47,243.35,10564,352.13
"MAI","NC1",86,"",276,6,300,7830,62,276,19236,"MAI.NC1","","","","","","","","","","",299.21,304.22,3640,520,287.52,288.71,19885,662.83
"MAI","NC2","","",140,"","",0,"","",0,"MAI.NC2","","","","","","","","","","","","","","","","","",""
"MB","AI1","","",7000,300,7500,721,25,6000,249,"MB.AI1","","","","","","","","","","","","","","",7000,7000,86,2.87
"MB","CI1","","",6500,541,6500,2370,10,5250,109,"MB.CI1","","","","","","","","","","","","","","",6500,6500,160,5.33
"MB","CI2","","",8000,499,8000,1499,50,4800,50,"MB.CI2","","","","","","","","","","","","","","","","","",""
"MB","IC1","","",9000,94,9000,94,"","",0,"MB.IC1","","","","","","","","","","","","","","","","","",""
"MB","NC1","","",7400,40,7300,341,38,4200,38,"MB.NC1","","","","","","","","","","","","","","","","","",""
"MB","NC2","","",3447.22,"","",0,"","",0,"MB.NC2","","","","","","","","","","","","","","","","","",""
"MCB","AI1","","",205000,1,210000,7,1,190000,1,"MCB.AI1","","","","","","","","","","",205000,205000,2,0.29,205000,205000,2,0.07
"MCB","CI1","","",300000,"","",0,"","",0,"MCB.CI1","","","","","","","","","","",300000,300000,1,0.14,300000,300000,1,0.03
"MCB","CI2","","",166812.11,"","",0,"","",0,"MCB.CI2","","","","","","","","","","","","","","","","","",""
"MCB","IC1","","",250000,"","",0,1,10000,1,"MCB.IC1","","","","","","","","","","","","","","","","","",""
"MCB","NC1","","",200000,7,200000,10,1,195000,1,"MCB.NC1","","","","","","","","","","",200000,200000,1,0.14,200000,200000,5,0.17
"MCB","NC2","","",166812.11,"","",0,"","",0,"MCB.NC2","","","","","","","","","","","","","","","","","",""
"MCG","AI1",12,36,32.1,300,35.5,23575,27,32.1,47432,"MCG.AI1","","","","","","","","","","",34.82,34.65,69521,9931.57,33.86,33.97,331043,11034.77
"MCG","CI1",12,36,32.8,900,32.8,49940,19850,29.9,145833,"MCG.CI1","","","","","","","","","","",30.98,31,48597,6942.43,30.36,30.28,264949,8831.63
"MCG","CI2","","",28,400,27.1,28563,"","",0,"MCG.CI2","","","","","","","","","","",28,28,600,85.71,27.88,28,11912,397.07
"MCG","IC1",12,36,35.9,49,35.9,149,1779,34,25269,"MCG.IC1","","","","","","","","","","",33.95,34.05,61737,8819.57,34.68,34.69,316192,10539.73
"MCG","NC1",12,36,32.9,3567,32.9,102580,45731,32,192155,"MCG.NC1","","","","","","","","","","",34.25,34.32,112754,16107.71,34.29,34.27,499668,16655.6
"MCG","NC2","","",35,120,35,120,49,30,49,"MCG.NC2","","","","","","","","","","",35,35,100,14.29,29,29.05,939,31.3
"MEA","AI1","","",4200,98,4200,7053,278,4060,2523,"MEA.AI1","","","","","","","","","","",4134,4192.48,1107,158.14,4147.4,4173.86,10600,353.33
"MEA","CI1","","",4347.5,149,4370,2559,100,4200,1468,"MEA.CI1","","","","","","","","","","",4253.33,4249.19,248,35.43,4278.18,4280.94,1742,58.07
"MEA","CI2","","",1732.7,1000,6000,1000,"","",0,"MEA.CI2","","","","","","","","","","","","","","","","","",""
"MEA","IC1","","",4100,55,4200,1010,200,4110,3239,"MEA.IC1","","","","","","","","","","",4147.5,4143.97,1390,198.57,4124.26,4126.27,5420,180.67
"MEA","NC1","","",4112.2,28,4410,5826,621,4100,2621,"MEA.NC1","","","","","","","","","","",4361,4343.77,4344,620.57,4366.3,4373.74,11211,373.7
"MEA","NC2","","",1732.7,20,5000,20,"","",0,"MEA.NC2","","","","","","","","","","","","","","","","","",""
"MED","AI1","","",1400,1675,1400,5981,1000,1300,5453,"MED.AI1","","","","","","","","","","",1505.83,1484.94,1524,217.71,1424.55,1416.34,7666,255.53
"MED","CI1","","",1500,990,1500,1090,1000,1300,3582,"MED.CI1","","","","","","","","","","",1366.67,1392.39,347,49.57,1324.9,1319.7,2760,92
"MED","CI2","","",1350,236,1300,522,"","",0,"MED.CI2","","","","","","","","","","","","","","",1350,1350,31,1.03
"MED","IC1","","",1620,245,1620,446,1000,1300,6326,"MED.IC1","","","","","","","","","","",1571,1568.66,1509,215.57,1532.5,1452.54,6207,206.9
"MED","NC1","","",1400,1273,1400,2506,907,1300,5317,"MED.NC1","","","","","","","","","","",1353.75,1349.1,2009,287,1454.83,1447.61,16465,548.83
"MED","NC2","","",1100,58,1250,251,"","",0,"MED.NC2","","","","","","","","","","","","","","","","","",""
"MFE","AI1","","",119000,5,119000,44,26,90000,26,"MFE.AI1","","","","","","","","","","",119000,119000,1,0.14,120000,120500,10,0.33
"MFE","CI1","","",95900,4,95900,15,5,60000,5,"MFE.CI1","","","","","","","","","","",95900,95900,2,0.29,97700,97600,9,0.3
"MFE","CI2","","",44077.79,"","",0,"","",0,"MFE.CI2","","","","","","","","","","","","","","","","","",""
"MFE","IC1","","",109000,1,104000,19,"","",0,"MFE.IC1","","","","","","","","","","",109000,109000,1,0.14,125000,130333.33,3,0.1
"MFE","NC1","","",114000,10,110000,82,"","",0,"MFE.NC1","","","","","","","","","","","","","","",117666.67,117200,5,0.17
"MFE","NC2","","",44077.79,"","",0,"","",0,"MFE.NC2","","","","","","","","","","","","","","","","","",""
"MFK","AI1","","",155,2,175,10158,121,155,13940,"MFK.AI1","","","","","","","","","","",170.65,171.59,1661,237.29,171.46,169.37,5987,199.57
"MFK","CI1","","",217,713,217,5071,12,205,235,"MFK.CI1","","","","","","","","","","",213.42,211.3,370,52.86,211.64,212.56,2397,79.9
"MFK","CI2","","",220,710,220,737,1,100,1,"MFK.CI2","","","","","","","","","","",220,220,12,1.71,220,220,48,1.6
"MFK","IC1","","",217,862,214,9572,460,105,501,"MFK.IC1","","","","","","","","","","",208.6,210.62,282,40.29,190.68,182.45,2254,75.13
"MFK","NC1","","",183,1023,182,14091,5000,142,5010,"MFK.NC1","","","","","","","","","","",178.67,177.37,3142,448.86,182.17,178.62,15024,500.8
"MFK","NC2","","",150,100,125,100,"","",0,"MFK.NC2","","","","","","","","","","","","","","","","","",""
"MFL","AI1","","",199000,2,188000,14,5,90000,5,"MFL.AI1","","","","","","","","","","","","","","",199000,199000,2,0.07
"MFL","CI1","","",225000,5,224000,9,"","",0,"MFL.CI1","","","","","","","","","","","","","","","","","",""
"MFL","CI2","","",61675.89,"","",0,"","",0,"MFL.CI2","","","","","","","","","","","","","","","","","",""
"MFL","IC1","","",224000,4,224000,9,"","",0,"MFL.IC1","","","","","","","","","","",224000,224000,1,0.14,222666.67,222666.67,3,0.1
"MFL","NC1","","",200000,"","",0,"","",0,"MFL.NC1","","","","","","","","","","",200000,200000,1,0.14,204000,202750,8,0.27
"MFL","NC2","","",61675.89,"","",0,"","",0,"MFL.NC2","","","","","","","","","","","","","","","","","",""
"MG","AI1","","",83,905,83,30225,10000,62,28971,"MG.AI1","","","","","","","","","","",78.23,79.41,4948,706.86,75.58,79.72,26857,895.23
"MG","CI1","","",65,10,69.8,22115,20306,65,80674,"MG.CI1","","","","","","","","","","",66.49,66.75,6640,948.57,74.45,72.01,27435,914.5
"MG","CI2","","",30,27753,60,28911,"","",0,"MG.CI2","","","","","","","","","","","","","","",60,51.67,4500,150
"MG","IC1","","",80,3565,80,50933,4391,65,12162,"MG.IC1","","","","","","","","","","",75,79.3,4375,625,77.07,79.29,30766,1025.53
"MG","NC1","","",62.2,3113,74.7,120741,3,62.2,68925,"MG.NC1","","","","","","","","","","",70.42,71.29,6869,981.29,71.74,72.29,73054,2435.13
"MG","NC2","","",75,100,85,100,"","",0,"MG.NC2","","","","","","","","","","","","","","","","","",""
"MGC","AI1","","",9000,8,9000,8,2,840,2,"MGC.AI1","","","","","","","","","","","","","","",9000,9000,1,0.03
"MGC","CI1","","",9000,1,8000,5,"","",0,"MGC.CI1","","","","","","","","","","","","","","",9000,9000,23,0.77
"MGC","CI2","","",8579.56,"","",0,"","",0,"MGC.CI2","","","","","","","","","","","","","","","","","",""
"MGC","IC1","","",6000,24,9700,29,83,6000,83,"MGC.IC1","","","","","","","","","","","","","","",8000,6333.33,18,0.6
"MGC","NC1","","",11900,6,11900,61,"","",0,"MGC.NC1","","","","","","","","","","",11900,11900,2,0.29,11960,11950,6,0.2
"MGC","NC2","","",8579.56,"","",0,"","",0,"MGC.NC2","","","","","","","","","","","","","","","","","",""
"MGS","AI1",41,"",185,383,188,2630,400,160,4735,"MGS.AI1","","","","","","","","","","",183.25,183.75,216,30.86,167.04,170.2,4995,166.5
"MGS","CI1",41,"",169,6,150,4714,49,109,4416,"MGS.CI1","","","","","","","","","","",140.3,138.17,318,45.43,150.2,152.69,4236,141.2
"MGS","CI2","","",150,3627,140,4706,"","",0,"MGS.CI2","","","","","","","","","","","","","","","","","",""
"MGS","IC1",41,"",200,550,238,5993,14,200,3343,"MGS.IC1","","","","","","","","","","",236.33,236.54,515,73.57,228.56,232.38,2673,89.1
"MGS","NC1",41,"",164.23,490,167,15626,221,151,5440,"MGS.NC1","","","","","","","","","","",162.08,162.1,1123,160.43,166.51,163.17,6793,226.43
"MGS","NC2","","",41.14,"","",0,"","",0,"MGS.NC2","","","","","","","","","","","","","","","","","",""
"MHL","AI1","","",5900,6,5700,686,9,3100,746,"MHL.AI1","","","","","","","","","","",5683.33,5350.86,116,16.57,3827.37,3849.06,1305,43.5
"MHL","CI1","","",4500,5,4500,71,215,2900,232,"MHL.CI1","","","","","","","","","","",5000.63,4755.57,594,84.86,3649.86,3854.87,1602,53.4
"MHL","CI2","","",2700,"","",0,"","",0,"MHL.CI2","","","","","","","","","","",2700,2700,90,12.86,2700,2700,90,3
"MHL","IC1","","",5500,5,5480,113,40,2700,698,"MHL.IC1","","","","","","","","","","",5290.5,5276.16,619,88.43,4732.72,4531.33,1945,64.83
"MHL","NC1","","",4300,5,4390,74,96,3800,1341,"MHL.NC1","","","","","","","","","","",4355,4334.41,1127,161,3426.5,3398.36,4870,162.33
"MHL","NC2","","",2000,25,2800,35,"","",0,"MHL.NC2","","","","","","","","","","","","","","","","","",""
"MHP","AI1","","",4750,10,6000,10,100,4760,881,"MHP.AI1","","","","","","","","","","","","","","",4750,4750,2,0.07
"MHP","CI1","","",3000,"","",0,"","",0,"MHP.CI1","","","","","","","","","","","","","","",3000,3000,47,1.57
"MHP","CI2","","",2113.52,"","",0,"","",0,"MHP.CI2","","","","","","","","","","","","","","","","","",""
"MHP","IC1","","",4100,"","",0,40,4100,220,"MHP.IC1","","","","","","","","","","",4100,4100,10,1.43,4100,4100,10,0.33
"MHP","NC1","","",4500,"","",0,3,4500,164,"MHP.NC1","","","","","","","","","","",4500,4500,47,6.71,4500,4500,47,1.57
"MHP","NC2","","",2113.52,10,7000,10,"","",0,"MHP.NC2","","","","","","","","","","","","","","","","","",""
"MLI","AI1","","",15000,16,15000,86,41,12000,41,"MLI.AI1","","","","","","","","","","","","","","",13000,12580.65,31,1.03
"MLI","CI1","","",15000,1,28000,1,"","",0,"MLI.CI1","","","","","","","","","","","","","","",15000,15000,9,0.3
"MLI","CI2","","",10214.1,"","",0,"","",0,"MLI.CI2","","","","","","","","","","","","","","","","","",""
"MLI","IC1","","",12800,"","",0,"","",0,"MLI.IC1","","","","","","","","","","","","","","","","","",""
"MLI","NC1","","",20000,4,20000,104,"","",0,"MLI.NC1","","","","","","","","","","","","","","",16250,17333.33,15,0.5
"MLI","NC2","","",10214.1,"","",0,"","",0,"MLI.NC2","","","","","","","","","","","","","","","","","",""
"MPC","AI1","","",1250,18,1750,18,400,1200,400,"MPC.AI1","","","","","","","","","","","","","","","","","",""
"MPC","CI1","","",1800,20,1700,2530,"","",0,"MPC.CI1","","","","","","","","","","","","","","","","","",""
"MPC","CI2","","",658.78,300,2500,1300,"","",0,"MPC.CI2","","","","","","","","","","","","","","","","","",""
"MPC","IC1","","",1000,"","",0,"","",0,"MPC.IC1","","","","","","","","","","","","","","",1000,1000,17,0.57
"MPC","NC1","","",1900,20,1840,1005,200,1350,200,"MPC.NC1","","","","","","","","","","","","","","",1126,1015.98,259,8.63
"MPC","NC2","","",400,"","",0,"","",0,"MPC.NC2","","","","","","","","","","","","","","","","","",""
"MSL","AI1","","",178500,1,178000,7,"","",0,"MSL.AI1","","","","","","","","","","",178500,178500,2,0.29,161250,162545.45,11,0.37
"MSL","CI1","","",148000,5,185000,5,1,120000,2,"MSL.CI1","","","","","","","","","","","","","","","","","",""
"MSL","CI2","","",82974.96,"","",0,"","",0,"MSL.CI2","","","","","","","","","","","","","","","","","",""
"MSL","IC1","","",185000,4,185000,4,"","",0,"MSL.IC1","","","","","","","","","","",185000,185000,1,0.14,158250,158250,4,0.13
"MSL","NC1","","",159000,7,160000,12,1,130000,1,"MSL.NC1","","","","","","","","","","",146333.33,152666.67,6,0.86,153285.71,155000,10,0.33
"MSL","NC2","","",82974.96,"","",0,"","",0,"MSL.NC2","","","","","","","","","","","","","","","","","",""
"MTC","AI1","","",1,2,490000,2,"","",0,"MTC.AI1","","","","","","","","","","","","","","","","","",""
"MTC","CI1","","",1000,22,1000,136,"","",0,"MTC.CI1","","","","","","","","","","","","","","","","","",""
"MTC","CI2","","",452.07,20,20000,20,"","",0,"MTC.CI2","","","","","","","","","","","","","","","","","",""
"MTC","IC1","","",399,100,398,135,"","",0,"MTC.IC1","","","","","","","","","","","","","","","","","",""
"MTC","NC1","","",185000,2,18500,22,10,100,40,"MTC.NC1","","","","","","","","","","","","","","","","","",""
"MTC","NC2","","",452.07,"","",0,"","",0,"MTC.NC2","","","","","","","","","","","","","","","","","",""
"MTP","AI1","","",3100,88,3100,88,1000,3000,1100,"MTP.AI1","","","","","","","","","","",3000,3000,113,16.14,3233.33,3139.39,231,7.7
"MTP","CI1","","",3142.2,481,4100,2553,101,3100,1004,"MTP.CI1","","","","","","","","","","",3100,3100,24,3.43,3472.69,3339.55,1942,64.73
"MTP","CI2","","",1550,"","",0,100,3000,100,"MTP.CI2","","","","","","","","","","","","","","","","","",""
"MTP","IC1","","",2900,11,3000,1074,60,2900,510,"MTP.IC1","","","","","","","","","","",2925,2947.67,343,49,3109.6,3291.97,3328,110.93
"MTP","NC1","","",3000,201,2950,1987,100,2900,600,"MTP.NC1","","","","","","","","","","",2995,2995,358,51.14,3122.69,3170.51,2250,75
"MTP","NC2","","",1022.88,"","",0,"","",0,"MTP.NC2","","","","","","","","","","","","","","","","","",""
"MUS","AI1","","",181,30534,181,33861,5927,180,16404,"MUS.AI1","","","","","","","","","","",181,181,1209,172.71,185.06,183.56,9897,329.9
"MUS","CI1","","",226,24,226,1426,9893,200,12659,"MUS.CI1","","","","","","","","","","",213.5,206.94,105,15,214,212.07,555,18.5
"MUS","CI2","","",172.4,"","",0,"","",0,"MUS.CI2","","","","","","","","","","","","","","","","","",""
"MUS","IC1","","",245,93,349,421,833,171,17238,"MUS.IC1","","","","","","","","","","",265,226.1,177,25.29,244.39,232.35,1496,49.87
"MUS","NC1","","",195.91,29,232,17478,1032,190,4778,"MUS.NC1","","","","","","","","","","",208.25,211.79,841,120.14,207.81,203.66,6323,210.77
"MUS","NC2","","",172.4,"","",0,"","",0,"MUS.NC2","","","","","","","","","","","","","","","","","",""
"MWF","AI1","","",300,174,298,2593,"","",0,"MWF.AI1","","","","","","","","","","","","","","","","","",""
"MWF","CI1","","",300,356,300,856,200,30,200,"MWF.CI1","","","","","","","","","","","","","","","","","",""
"MWF","CI2","","",187.81,300,250,1300,"","",0,"MWF.CI2","","","","","","","","","","","","","","","","","",""
"MWF","IC1","","",350,100,350,100,100,30,100,"MWF.IC1","","","","","","","","","","","","","","","","","",""
"MWF","NC1","","",240,20,299,2070,25,241,809,"MWF.NC1","","","","","","","","","","","","","","",250,250,212,7.07
