MaterialTicker,ExchangeCode,MMBuy,MMSell,PriceAverage,AskCount,Ask,Supply,BidCount,Bid,Demand,FullTicker,Open,Close,High,Low,Traded,OpenYesterday,CloseYesterday,HighYesterday,LowYesterday,TradedYesterday,TWAP7D,VWAP7D,Traded7D,AverageTraded7D,TWAP30D,VWAP30D,Traded30D,AverageTraded30D
"ES","IC1","","",2600,367,2600,497,207,1570,207,"ES.IC1","","","","","","","","","","",2087.5,1659.63,109,15.57,3835,1888.03,117,3.9
"ES","NC1","","",2060,430,2400,1201,40,2200,681,"ES.NC1","","","","","","","","","","",2245,2121,100,14.29,2368.86,2325.04,1119,37.3
"ES","NC2","","",1876.13,"","",0,"","",0,"ES.NC2","","","","","","","","","","","","","","","","","",""
"ETC","AI1","","",10000,12,13300,177,"","",0,"ETC.AI1","","","","","","","","","","","","","","","","","",""
"ETC","CI1","","",14000,23,14000,35,"","",0,"ETC.CI1","","","","","","","","","","","","","","",14000,14000,9,0.3
"ETC","CI2","","",10287.51,53,10000,100,"","",0,"ETC.CI2","","","","","","","","","","","","","","","","","",""
"ETC","IC1","","",8900,10,40000,10,8,8900,8,"ETC.IC1","","","","","","","","","","","","","","",8900,8900,2,0.07
"ETC","NC1","","",13000,2,13000,11,1,11000,1,"ETC.NC1","","","","","","","","","","","","","","",11000,11000,29,0.97
"ETC","NC2","","",10287.51,"","",0,"","",0,"ETC.NC2","","","","","","","","","","","","","","","","","",""
"EXO","AI1","","",284,3494,284,16174,30,247,9800,"EXO.AI1","","","","","","","","","","",274.67,274.89,4716,673.71,251.53,260.01,21638,721.27
"EXO","CI1","","",296,314,296,2529,695,280,5528,"EXO.CI1","","","","","","","","","","",286.08,288.54,1526,218,273.06,270.11,12222,407.4
"EXO","CI2","","",195,282,195,8241,"","",0,"EXO.CI2","","","","","","","","","","","","","","","","","",""
"EXO","IC1","","",320,42,320,14064,280,241,10769,"EXO.IC1","","","","","","","","","","",306,308.13,3325,475,329.33,327.49,12575,419.17
"EXO","NC1","","",300,788,300,15521,507,280,15749,"EXO.NC1","","","","","","","","","","",290.04,290.8,6111,873,284.53,283.51,29421,980.7
"EXO","NC2","","",350,338,275,380,"","",0,"EXO.NC2","","","","","","","","","","","","","","","","","",""
"F","AI1","","",2400,448,2400,897,100,353,350,"F.AI1","","","","","","","","","","","","","","",2800,2864.15,53,1.77
"F","CI1","","",3500,5,2990,1213,140,500,140,"F.CI1","","","","","","","","","","","","","","","","","",""
"F","CI2","","",1000,"","",0,"","",0,"F.CI2","","","","","","","","","","","","","","","","","",""
"F","IC1","","",500,"","",0,100,300,100,"F.IC1","","","","","","","","","","","","","","","","","",""
"F","NC1","","",3000,5,4490,10,240,400,340,"F.NC1","","","","","","","","","","","","","","","","","",""
"F","NC2","","",222.22,"","",0,"","",0,"F.NC2","","","","","","","","","","","","","","","","","",""
"FAL","AI1","","",1980,200,1900,4548,300,1000,300,"FAL.AI1","","","","","","","","","","","","","","",1890,1890,340,11.33
"FAL","CI1","","",1400,8,1450,8,30,1000,30,"FAL.CI1","","","","","","","","","","","","","","","","","",""
"FAL","CI2","","",1026.56,30,1600,30,"","",0,"FAL.CI2","","","","","","","","","","","","","","","","","",""
"FAL","IC1","","",700,1,1750,396,100,1000,100,"FAL.IC1","","","","","","","","","","","","","","","","","",""
"FAL","NC1","","",1400,248,1400,1679,100,1250,100,"FAL.NC1","","","","","","","","","","","","","","",1400,1400,112,3.73
"FAL","NC2","","",1026.56,"","",0,"","",0,"FAL.NC2","","","","","","","","","","","","","","","","","",""
"FAN","AI1","","",2750,16,2700,186,"","",0,"FAN.AI1","","","","","","","","","","","","","","","","","",""
"FAN","CI1","","",2000,21,1980,1467,10,1100,10,"FAN.CI1","","","","","","","","","","","","","","","","","",""
"FAN","CI2","","",987.85,500,3500,2500,"","",0,"FAN.CI2","","","","","","","","","","","","","","","","","",""
"FAN","IC1","","",2500,"","",0,"","",0,"FAN.IC1","","","","","","","","","","","","","","","","","",""
"FAN","NC1","","",2705.36,41,3500,41,"","",0,"FAN.NC1","","","","","","","","","","","","","","","","","",""
"FAN","NC2","","",1000,"","",0,"","",0,"FAN.NC2","","","","","","","","","","","","","","","","","",""
"FC","AI1","","",3500,"","",0,94,2500,94,"FC.AI1","","","","","","","","","","","","","","",3500,3500,20,0.67
"FC","CI1","","",1500,10,3450,33,100,2000,144,"FC.CI1","","","","","","","","","","","","","","",2475,2475,36,1.2
"FC","CI2","","",2253.14,10,5000,10,"","",0,"FC.CI2","","","","","","","","","","","","","","","","","",""
"FC","IC1","","",4500,"","",0,"","",0,"FC.IC1","","","","","","","","","","","","","","",4500,4500,26,0.87
"FC","NC1","","",4368.75,20,4250,30,58,2500,58,"FC.NC1","","","","","","","","","","","","","","",4208.33,4257.14,35,1.17
"FC","NC2","","",2253.14,"","",0,"","",0,"FC.NC2","","","","","","","","","","","","","","","","","",""
"FE","AI1","","",675,24,630,6053,1732,452,2975,"FE.AI1","","","","","","","","","","",602.71,580.13,1683,240.43,579.42,560.73,10785,359.5
"FE","CI1","","",501,500,545,5205,10,503,1210,"FE.CI1","","","","","","","","","","",581.54,568.79,1279,182.71,661.29,640.01,7698,256.6
"FE","CI2","","",750,1885,650,2491,"","",0,"FE.CI2","","","","","","","","","","","","","","","","","",""
"FE","IC1","","",650,57,650,177,20,556,869,"FE.IC1","","","","","","","","","","",630.08,636.55,446,63.71,645.03,642.56,1768,58.93
"FE","NC1","","",612,39,650,7221,472,612,4231,"FE.NC1","","","","","","","","","","",658.54,656.5,6214,887.71,650.84,652.35,31352,1045.07
"FE","NC2","","",500,50,650,50,"","",0,"FE.NC2","","","","","","","","","","","","","","","","","",""
"FEO","AI1",32,"",63,3011,75,13011,953,63,7404,"FEO.AI1","","","","","","","","","","",72.96,73.81,1807,258.14,69.44,70.05,6263,208.77
"FEO","CI1",32,"",50,10,82.5,4034,216,50,562,"FEO.CI1","","","","","","","","","","",51.56,64.28,2554,364.86,50.21,51.75,10737,357.9
"FEO","CI2","","",20,332,40,332,3679,20,3679,"FEO.CI2","","","","","","","","","","","","","","",20,20,21,0.7
"FEO","IC1",32,"",55.6,60,74,1694,667,55.6,2311,"FEO.IC1","","","","","","","","","","",63.83,64.7,1076,153.71,79.5,78.34,6581,219.37
"FEO","NC1",32,"",70,32,65,14039,200,38,25366,"FEO.NC1","","","","","","","","","","",44.94,46.35,7010,1001.43,49.05,48.87,29385,979.5
"FEO","NC2","","",55,"","",0,763,55,763,"FEO.NC2","","","","","","","","","","","","","","",55,55,237,7.9
"FET","AI1","","",3000,"","",0,10,2610,2540,"FET.AI1","","","","","","","","","","",3000,3000,190,27.14,2833.33,2938.28,559,18.63
"FET","CI1","","",3300,19,3280,396,100,2100,310,"FET.CI1","","","","","","","","","","","","","","",3300,3300,11,0.37
"FET","CI2","","",1612.13,"","",0,"","",0,"FET.CI2","","","","","","","","","","","","","","","","","",""
"FET","IC1","","",4000,12,4000,12,"","",0,"FET.IC1","","","","","","","","","","","","","","",4000,4000,10,0.33
"FET","NC1","","",3700,300,10000,300,1000,2010,1249,"FET.NC1","","","","","","","","","","","","","","",3950,4115.79,57,1.9
"FET","NC2","","",1612.13,"","",0,"","",0,"FET.NC2","","","","","","","","","","","","","","","","","",""
"FF","AI1",9,24,15.7,9700,15.7,623449,701,15.5,303178,"FF.AI1","","","","","","","","","","",16,15.95,117948,16849.71,15.18,15.09,801191,26706.37
"FF","CI1",9,24,16.7,5109,16.7,300825,1925,15.2,573843,"FF.CI1","","","","","","","","","","",17.9,17.84,147508,21072.57,15.61,15.68,717604,23920.13
"FF","CI2","","",50,8666,50,13052,750,10.2,124750,"FF.CI2","","","","","","","","","","",24.42,19.28,7446,1063.71,16.18,13.67,163664,5455.47
"FF","IC1",9,24,15,29900,15,245852,9824,14.6,771842,"FF.IC1","","","","","","","","","","",14.52,14.55,274867,39266.71,13.83,13.76,1358415,45280.5
"FF","NC1",9,24,15.3,3935,15.3,1519689,69,15.1,194110,"FF.NC1","","","","","","","","","","",15.4,15.4,314138,44876.86,15.45,15.44,1642380,54746
"FF","NC2","","",13.9,950,13.9,34483,15000,9.03,17850,"FF.NC2","","","","","","","","","","","","","","",13.57,14.2,11023,367.43
"FFC","AI1",150000,"",375000,4,375000,11,100,150000,100,"FFC.AI1","","","","","","","","","","",375000,375000,1,0.14,370333.33,371000,7,0.23
"FFC","CI1",150000,"",422000,3,409000,10,1,200000,101,"FFC.CI1","","","","","","","","","","","","","","",422000,422000,2,0.07
"FFC","CI2","","",144260.58,1,450000,1,"","",0,"FFC.CI2","","","","","","","","","","","","","","","","","",""
"FFC","IC1",150000,"",374000,3,374000,11,2,225000,102,"FFC.IC1","","","","","","","","","","","","","","",378250,378250,4,0.13
"FFC","NC1",150000,"",449000,5,449000,13,1,300000,103,"FFC.NC1","","","","","","","","","","","","","","",374500,374500,2,0.07
"FFC","NC2","","",144260.58,"","",0,"","",0,"FFC.NC2","","","","","","","","","","","","","","","","","",""
"FIM","AI1","","",1710,10594,1700,23061,244,1610,3083,"FIM.AI1","","","","","","","","","","",1652.5,1684.34,7142,1020.29,1658.02,1681.1,25679,855.97
"FIM","CI1","","",1690,360,1690,19617,1753,1600,3753,"FIM.CI1","","","","","","","","","","",1635.42,1626.73,3585,512.14,1664.82,1654.73,9781,326.03
"FIM","CI2","","",2000,88,1700,563,"","",0,"FIM.CI2","","","","","","","","","","","","","","","","","",""
"FIM","IC1","","",1500,428,1600,13492,399,1500,2235,"FIM.IC1","","","","","","","","","","",1582.5,1577.76,5339,762.71,1589.91,1592.55,30630,1021
"FIM","NC1","","",1603.2,2,1660,32555,1276,1600,8306,"FIM.NC1","","","","","","","","","","",1651.25,1644.21,4224,603.43,1676.03,1671.43,30176,1005.87
"FIM","NC2","","",1300,"","",0,"","",0,"FIM.NC2","","","","","","","","","","","","","","","","","",""
"FIR","AI1","","",1100000,1,1200000,2,"","",0,"FIR.AI1","","","","","","","","","","","","","","","","","",""
"FIR","CI1","","",561901.12,1,1400000,1,"","",0,"FIR.CI1","","","","","","","","","","","","","","","","","",""
"FIR","CI2","","",561901.12,"","",0,"","",0,"FIR.CI2","","","","","","","","","","","","","","","","","",""
"FIR","IC1","","",561901.12,2,1400000,2,"","",0,"FIR.IC1","","","","","","","","","","","","","","","","","",""
"FIR","NC1","","",1300000,1,1300000,1,"","",0,"FIR.NC1","","","","","","","","","","","","","","","","","",""
"FIR","NC2","","",561901.12,"","",0,"","",0,"FIR.NC2","","","","","","","","","","","","","","","","","",""
"FLO","AI1","","",11000,21,11000,77,"","",0,"FLO.AI1","","","","","","","","","","","","","","","","","",""
"FLO","CI1","","",12000,41,17500,89,"","",0,"FLO.CI1","","","","","","","","","","","","","","","","","",""
"FLO","CI2","","",10187.01,"","",0,"","",0,"FLO.CI2","","","","","","","","","","","","","","","","","",""
"FLO","IC1","","",10187.01,"","",0,"","",0,"FLO.IC1","","","","","","","","","","","","","","","","","",""
"FLO","NC1","","",21500,24,18000,114,"","",0,"FLO.NC1","","","","","","","","","","","","","","","","","",""
"FLO","NC2","","",10187.01,"","",0,"","",0,"FLO.NC2","","","","","","","","","","","","","","","","","",""
"FLP","AI1","","",499,741,499,1691,20,405,3375,"FLP.AI1","","","","","","","","","","",454.9,470.42,360,51.43,467.76,460.74,1255,41.83
"FLP","CI1","","",499,65,499,1190,8,400,172,"FLP.CI1","","","","","","","","","","",484.2,471.9,126,18,479.78,468.5,622,20.73
"FLP","CI2","","",1250,272,1250,282,"","",0,"FLP.CI2","","","","","","","","","","",1250,1250,8,1.14,1208.33,1175,60,2
"FLP","IC1","","",429,92,450,374,100,350,297,"FLP.IC1","","","","","","","","","","",475,475.93,108,15.43,407.31,423.75,386,12.87
"FLP","NC1","","",408,13,408,664,8,380,1024,"FLP.NC1","","","","","","","","","","",390,390,122,17.43,383.43,381.53,1096,36.53
"FLP","NC2","","",312.09,100,350,100,"","",0,"FLP.NC2","","","","","","","","","","","","","","","","","",""
"FLX","AI1","","",157,10897,157,16327,1500,125,17105,"FLX.AI1","","","","","","","","","","",142,141.99,8099,1157,141.84,136.84,42007,1400.23
"FLX","CI1","","",120,47,144,21935,8,119,13509,"FLX.CI1","","","","","","","","","","",134.95,135.9,1678,239.71,141.06,139.32,11331,377.7
"FLX","CI2","","",150,678,145,18519,"","",0,"FLX.CI2","","","","","","","","","","","","","","","","","",""
"FLX","IC1","","",130,295,144,22889,1345,130,2195,"FLX.IC1","","","","","","","","","","",140.65,139.34,2254,322,152.32,146.55,11755,391.83
"FLX","NC1","","",147,90,146,41225,20,136,63297,"FLX.NC1","","","","","","","","","","",141.04,140.45,12193,1741.86,149.57,147.54,62495,2083.17
"FLX","NC2","","",80,250,135,350,100,80,100,"FLX.NC2","","","","","","","","","","","","","","","","","",""
"FOD","AI1","","",250,27,250,2332,1000,220,1720,"FOD.AI1","","","","","","","","","","",250,250,87,12.43,240.07,238.31,706,23.53
"FOD","CI1","","",380,2,300,73,"","",0,"FOD.CI1","","","","","","","","","","","","","","",365,365,131,4.37
"FOD","CI2","","",170.31,100,290,600,"","",0,"FOD.CI2","","","","","","","","","","","","","","","","","",""
"FOD","IC1","","",300,100,275,303,800,180,3601,"FOD.IC1","","","","","","","","","","","","","","",254.75,282.59,814,27.13
"FOD","NC1","","",200,13,200,604,2000,150,2571,"FOD.NC1","","","","","","","","","","",175,196.64,357,51,290.84,314.99,1655,55.17
"FOD","NC2","","",170.31,"","",0,"","",0,"FOD.NC2","","","","","","","","","","","","","","","","","",""
"FSE","AI1","","",914500,1,914000,10,1,775000,1,"FSE.AI1","","","","","","","","","","",914500,914500,2,0.29,923125,921400,5,0.17
"FSE","CI1","","",873000,2,874000,7,2,500000,2,"FSE.CI1","","","","","","","","","","",873000,873000,2,0.29,873000,873000,2,0.07
"FSE","CI2","","",425960.09,1,1000000,1,"","",0,"FSE.CI2","","","","","","","","","","","","","","","","","",""
"FSE","IC1","","",1050000,5,949000,9,"","",0,"FSE.IC1","","","","","","","","","","","","","","","","","",""
"FSE","NC1","","",850000,4,873000,46,"","",0,"FSE.NC1","","","","","","","","","","","","","","",850000,850000,1,0.03
"FSE","NC2","","",425960.09,"","",0,"","",0,"FSE.NC2","","","","","","","","","","","","","","","","","",""
"FUN","AI1","","",60269.93,"","",0,"","",0,"FUN.AI1","","","","","","","","","","","","","","","","","",""
"FUN","CI1","","",150000,"","",0,"","",0,"FUN.CI1","","","","","","","","","","","","","","","","","",""
"FUN","CI2","","",60269.93,"","",0,"","",0,"FUN.CI2","","","","","","","","","","","","","","","","","",""
"FUN","IC1","","",60269.93,"","",0,"","",0,"FUN.IC1","","","","","","","","","","","","","","","","","",""
"FUN","NC1","","",150000,32,150000,32,"","",0,"FUN.NC1","","","","","","","","","","","","","","","","","",""
"FUN","NC2","","",60269.93,"","",0,"","",0,"FUN.NC2","","","","","","","","","","","","","","","","","",""
"GAL","AI1",57,"",170,288,170,3744,200,125,5950,"GAL.AI1","","","","","","","","","","",153.25,150.4,5708,815.43,149.31,145.08,13897,463.23
"GAL","CI1",57,"",103,1500,145,12129,4093,103,12549,"GAL.CI1","","","","","","","","","","",129.58,129.25,5744,820.57,106.01,99.27,34085,1136.17
"GAL","CI2","","",90,200,120,200,"","",0,"GAL.CI2","","","","","","","","","","","","","","",84,84,4353,145.1
"GAL","IC1",57,"",180,199,240,10832,1000,170,18769,"GAL.IC1","","","","","","","","","","",198.5,189.84,1910,272.86,296.88,282.57,13073,435.77
"GAL","NC1",57,"",370,350,370,3145,1000,111,2107,"GAL.NC1","","","","","","","","","","",327.2,242.89,7729,1104.14,252.83,224.43,27028,900.93
"GAL","NC2","","",140,10,200,10,"","",0,"GAL.NC2","","","","","","","","","","","","","","","","","",""
"GC","AI1","","",190,150,390,161,144,190,144,"GC.AI1","","","","","","","","","","",190,190,66,9.43,250,233.11,103,3.43
"GC","CI1","","",294.62,24,295,717,1000,210,1275,"GC.CI1","","","","","","","","","","","","","","",314.5,314.5,400,13.33
"GC","CI2","","",153.66,100,400,200,"","",0,"GC.CI2","","","","","","","","","","","","","","","","","",""
"GC","IC1","","",400,2880,400,2920,676,260,676,"GC.IC1","","","","","","","","","","","","","","",290,290,304,10.13
"GC","NC1","","",250.11,1000,280,11452,3000,220,4246,"GC.NC1","","","","","","","","","","",223.33,246.4,2198,314,232.46,247.15,6247,208.23
"GC","NC2","","",153.66,"","",0,"","",0,"GC.NC2","","","","","","","","","","","","","","","","","",""
"GCH","AI1","","",20561.14,12,20600,12,"","",0,"GCH.AI1","","","","","","","","","","","","","","","","","",""
"GCH","CI1","","",8000,3,30000,3,"","",0,"GCH.CI1","","","","","","","","","","","","","","","","","",""
"GCH","CI2","","",20561.14,"","",0,"","",0,"GCH.CI2","","","","","","","","","","","","","","","","","",""
"GCH","IC1","","",7500,"","",0,"","",0,"GCH.IC1","","","","","","","","","","","","","","","","","",""
"GCH","NC1","","",25000,"","",0,"","",0,"GCH.NC1","","","","","","","","","","","","","","","","","",""
"GCH","NC2","","",20561.14,"","",0,"","",0,"GCH.NC2","","","","","","","","","","","","","","","","","",""
"GEN","AI1","","",199000,2,250000,2,"","",0,"GEN.AI1","","","","","","","","","","","","","","","","","",""
"GEN","CI1","","",170000,2,290000,8,1,80000,1,"GEN.CI1","","","","","","","","","","","","","","","","","",""
"GEN","CI2","","",255196.48,"","",0,"","",0,"GEN.CI2","","","","","","","","","","","","","","","","","",""
"GEN","IC1","","",200000,1,200000,1,"","",0,"GEN.IC1","","","","","","","","","","","","","","","","","",""
"GEN","NC1","","",350000,1,325000,7,"","",0,"GEN.NC1","","","","","","","","","","","","","","","","","",""
"GEN","NC2","","",255196.48,"","",0,"","",0,"GEN.NC2","","","","","","","","","","","","","","","","","",""
"GIN","AI1","","",1650,1000,1600,8009,300,1550,1664,"GIN.AI1","","","","","","","","","","",1647,1654.5,1000,142.86,1755.56,1755.7,3227,107.57
"GIN","CI1","","",1500,85,1550,4229,23,1500,1023,"GIN.CI1","","","","","","","","","","",1530,1536.91,779,111.29,1604.72,1569.31,3104,103.47
"GIN","CI2","","",2650,100,2000,384,"","",0,"GIN.CI2","","","","","","","","","","","","","","","","","",""
"GIN","IC1","","",1700,100,1900,901,1000,1600,3072,"GIN.IC1","","","","","","","","","","",1905,1878.92,111,15.86,1870.83,1839.65,489,16.3
"GIN","NC1","","",1680,1,1680,17559,500,1550,3300,"GIN.NC1","","","","","","","","","","",1734,1697.62,2839,405.57,1813.66,1788.09,7284,242.8
"GIN","NC2","","",2400,10,2300,110,"","",0,"GIN.NC2","","","","","","","","","","","","","","","","","",""
"GL","AI1","","",350,111,369,4064,122,291,17029,"GL.AI1","","","","","","","","","","",348.63,348.69,1289,184.14,339.2,371.28,7304,243.47
"GL","CI1","","",301,200,420,5445,1900,302,12278,"GL.CI1","","","","","","","","","","",426.13,428.83,1120,160,405.96,403.15,4340,144.67
"GL","CI2","","",375,195,400,545,"","",0,"GL.CI2","","","","","","","","","","","","","","","","","",""
"GL","IC1","","",304,280,497,6772,500,229,14606,"GL.IC1","","","","","","","","","","",431.63,446.21,1587,226.71,416.97,438.9,5512,183.73
"GL","NC1","","",460,50,450,18866,2000,380,28989,"GL.NC1","","","","","","","","","","",411.46,409.38,5968,852.57,401.54,401.87,41695,1389.83
"GL","NC2","","",280,334,325,400,"","",0,"GL.NC2","","","","","","","","","","","","","","","","","",""
"GNZ","AI1","","",8000,"","",0,"","",0,"GNZ.AI1","","","","","","","","","","","","","","","","","",""
"GNZ","CI1","","",15000,"","",0,"","",0,"GNZ.CI1","","","","","","","","","","","","","","","","","",""
"GNZ","CI2","","",43875.37,"","",0,"","",0,"GNZ.CI2","","","","","","","","","","","","","","","","","",""
"GNZ","IC1","","",43875.37,"","",0,"","",0,"GNZ.IC1","","","","","","","","","","","","","","","","","",""
